Area,Item / ID,Live binding / source,Implementation,Art,Remaining work / evidence
"Planned perk","Defensive Commander (new-horizons:command.defensiveCommander)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.defensiveCommander].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Iron Will (new-horizons:command.ironWill)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.ironWill].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Battle Plan (new-horizons:command.battlePlan)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.battlePlan].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Veteran Commander (new-horizons:command.veteranCommander)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.veteranCommander].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Combined Arms (new-horizons:command.combinedArms)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.combinedArms].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Commanding Presence (new-horizons:command.commandingPresence)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.commandingPresence].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Crisis Command (new-horizons:command.crisisCommand)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.crisisCommand].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Double Command (new-horizons:command.doubleCommand)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.doubleCommand].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Seize Initiative (new-horizons:command.seizeInitiative)","config/newHorizonsPerks.json skills.new-horizons:command.perks[id=new-horizons:command.seizeInitiative].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Healer (new-horizons:lightMagic.healer)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.healer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Benediction (new-horizons:lightMagic.benediction)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.benediction].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Sanctuary Keeper (new-horizons:lightMagic.sanctuaryKeeper)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.sanctuaryKeeper].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Guardian (new-horizons:lightMagic.guardian)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.guardian].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Aegis (new-horizons:lightMagic.aegis)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.aegis].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Litany (new-horizons:lightMagic.litany)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.litany].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Purifier (new-horizons:lightMagic.purifier)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.purifier].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Retributionist (new-horizons:lightMagic.retributionist)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.retributionist].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Miracle Worker (new-horizons:lightMagic.miracleWorker)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.miracleWorker].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Crusader (new-horizons:lightMagic.crusader)","config/newHorizonsPerks.json skills.new-horizons:lightMagic.perks[id=new-horizons:lightMagic.crusader].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Malediction (new-horizons:shadowMagic.malediction)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.malediction].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Blood Drinker (new-horizons:shadowMagic.bloodDrinker)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.bloodDrinker].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Painweaver (new-horizons:shadowMagic.painweaver)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.painweaver].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Withering Touch (new-horizons:shadowMagic.witheringTouch)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.witheringTouch].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Plaguebearer (new-horizons:shadowMagic.plaguebearer)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.plaguebearer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Soul Binder (new-horizons:shadowMagic.soulBinder)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.soulBinder].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Dark Gift (new-horizons:shadowMagic.darkGift)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.darkGift].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Night Feeder (new-horizons:shadowMagic.nightFeeder)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.nightFeeder].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Reanimator (new-horizons:shadowMagic.reanimator)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.reanimator].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Grand Malediction (new-horizons:shadowMagic.grandMalediction)","config/newHorizonsPerks.json skills.new-horizons:shadowMagic.perks[id=new-horizons:shadowMagic.grandMalediction].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Herbalist (new-horizons:natureMagic.herbalist)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.herbalist].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Rootcaller (new-horizons:natureMagic.rootcaller)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.rootcaller].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Venomancer (new-horizons:natureMagic.venomancer)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.venomancer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Beastcaller (new-horizons:natureMagic.beastcaller)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.beastcaller].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Verdant Warden (new-horizons:natureMagic.verdantWarden)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.verdantWarden].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Geomancer (new-horizons:natureMagic.geomancer)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.geomancer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Mire Shaper (new-horizons:natureMagic.mireShaper)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.mireShaper].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Verdant Communion (new-horizons:natureMagic.verdantCommunion)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.verdantCommunion].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Worldroot (new-horizons:natureMagic.worldroot)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.worldroot].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Elemental Conjurer (new-horizons:natureMagic.elementalConjurer)","config/newHorizonsPerks.json skills.new-horizons:natureMagic.perks[id=new-horizons:natureMagic.elementalConjurer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Pyromancer (new-horizons:havocMagic.pyromancer)","config/newHorizonsPerks.json skills.new-horizons:havocMagic.perks[id=new-horizons:havocMagic.pyromancer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Cryomancer (new-horizons:havocMagic.cryomancer)","config/newHorizonsPerks.json skills.new-horizons:havocMagic.perks[id=new-horizons:havocMagic.cryomancer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Demolitionist (new-horizons:havocMagic.demolitionist)","config/newHorizonsPerks.json skills.new-horizons:havocMagic.perks[id=new-horizons:havocMagic.demolitionist].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Mine Layer (new-horizons:havocMagic.mineLayer)","config/newHorizonsPerks.json skills.new-horizons:havocMagic.perks[id=new-horizons:havocMagic.mineLayer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Meteorologist (new-horizons:havocMagic.meteorologist)","config/newHorizonsPerks.json skills.new-horizons:havocMagic.perks[id=new-horizons:havocMagic.meteorologist].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Controlled Blast (new-horizons:havocMagic.controlledBlast)","config/newHorizonsPerks.json skills.new-horizons:havocMagic.perks[id=new-horizons:havocMagic.controlledBlast].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Cataclysm (new-horizons:havocMagic.cataclysm)","config/newHorizonsPerks.json skills.new-horizons:havocMagic.perks[id=new-horizons:havocMagic.cataclysm].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Spellbinder (new-horizons:sorceryMagic.spellbinder)","config/newHorizonsPerks.json skills.new-horizons:sorceryMagic.perks[id=new-horizons:sorceryMagic.spellbinder].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Misfortune Weaver (new-horizons:chaosMagic.misfortuneWeaver)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.misfortuneWeaver].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Blinkmaster (new-horizons:chaosMagic.blinkmaster)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.blinkmaster].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Confounder (new-horizons:chaosMagic.confounder)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.confounder].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Frenzied Curse (new-horizons:chaosMagic.frenziedCurse)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.frenziedCurse].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Mindbreaker (new-horizons:chaosMagic.mindbreaker)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.mindbreaker].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Shapeshifter (new-horizons:chaosMagic.shapeshifter)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.shapeshifter].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Fate Dealer (new-horizons:chaosMagic.fateDealer)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.fateDealer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Reality Breaker (new-horizons:chaosMagic.realityBreaker)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.realityBreaker].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Pandemonium Master (new-horizons:chaosMagic.pandemoniumMaster)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.pandemoniumMaster].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Paradox Shield (new-horizons:chaosMagic.paradoxShield)","config/newHorizonsPerks.json skills.new-horizons:chaosMagic.perks[id=new-horizons:chaosMagic.paradoxShield].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Cross-School Formula (new-horizons:spellcraft.crossSchoolFormula)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.crossSchoolFormula].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Spell Penetration (new-horizons:spellcraft.spellPenetration)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.spellPenetration].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Concentration (new-horizons:spellcraft.concentration)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.concentration].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Arcane Focus (new-horizons:spellcraft.arcaneFocus)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.arcaneFocus].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Extend Spell (new-horizons:spellcraft.extendSpell)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.extendSpell].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Precise Casting (new-horizons:spellcraft.preciseCasting)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.preciseCasting].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Empower Spell (new-horizons:spellcraft.empowerSpell)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.empowerSpell].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Counterpressure (new-horizons:spellcraft.counterpressure)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.counterpressure].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Grand Formula (new-horizons:spellcraft.grandFormula)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.grandFormula].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Overwhelming Formula (new-horizons:spellcraft.overwhelmingFormula)","config/newHorizonsPerks.json skills.new-horizons:spellcraft.perks[id=new-horizons:spellcraft.overwhelmingFormula].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
